cik,name,alias
0000046129,ALLIENT INC,ALLIED MOTION TECHNOLOGIES INC
0000046129,ALLIENT INC,HATHAWAY CORP
0000046129,ALLIENT INC,HATHAWAY INSTRUMENTS INC
0000046195,BANK OF HAWAII CORP,
0000046195,BANK OF HAWAII CORP,BANCORP HAWAII INC
0000046195,BANK OF HAWAII CORP,HAWAII BANCORPORATION INC
0000046195,BANK OF HAWAII CORP,PACIFIC CENTURY FINANCIAL CORP
0000046207,HAWAIIAN ELECTRIC CO INC,
0000046207,HAWAIIAN ELECTRIC CO INC,HAWAIIAN ELECTRIC CO LTD
0000046250,HAWKINS INC,
0000046250,HAWKINS INC,HAWKINS CHEMICAL INC
0000046619,HEICO CORP,
0000046619,HEICO CORP,HEINICKE INSTRUMENTS CO
0000046765,"Helmerich & Payne, Inc.",
0000046765,"Helmerich & Payne, Inc.",HELMERICH & PAYNE INC
0000047111,HERSHEY CO,
0000047111,HERSHEY CO,HERSHEY CHOCOLATE CORP
0000047111,HERSHEY CO,HERSHEY FOODS CORP
0000047129,HERTZ CORP,
0000047217,HP INC,
0000047217,HP INC,HEWLETT PACKARD CO
0000047307,CRAWFORD UNITED Corp,
0000047307,CRAWFORD UNITED Corp,HICKOK ELECTRICAL INSTRUMENT CO
0000047307,CRAWFORD UNITED Corp,HICKOK INC
0000048287,HNI CORP,
0000048287,HNI CORP,HOME O NIZE CO
0000048287,HNI CORP,HON INDUSTRIES INC
0000048465,HORMEL FOODS CORP /DE/,
0000048465,HORMEL FOODS CORP /DE/,HORMEL GEO A & CO
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,HOUSTON INDUSTRIES INC
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,HOUSTON LIGHTING & POWER CO
0000048732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,RELIANT ENERGY INC
0000048898,HUBBELL INC,
0000048898,HUBBELL INC,HUBBELL HARVEY INC
0000049071,HUMANA INC,
0000049071,HUMANA INC,EXTENDICARE INC
0000049071,HUMANA INC,HERITAGE HOUSE OF AMERICA INC
0000049196,HUNTINGTON BANCSHARES INC /MD/,
0000049196,HUNTINGTON BANCSHARES INC /MD/,HUNTINGTON BANCSHARES INC/MD
0000049600,EASTGROUP PROPERTIES INC,
0000049600,EASTGROUP PROPERTIES INC,EASTGROUP PROPERTIES II INC
0000049600,EASTGROUP PROPERTIES INC,ICM REALTY
0000049648,IDAHO POWER CO,
0000049754,"Dine Brands Global, Inc.",
0000049754,"Dine Brands Global, Inc.","DineEquity, Inc"
0000049754,"Dine Brands Global, Inc.",IHOP CORP
0000049826,ILLINOIS TOOL WORKS INC,
0000049938,IMPERIAL OIL LTD,
0000050172,INDIANA MICHIGAN POWER CO,
0000050172,INDIANA MICHIGAN POWER CO,INDIANA MICHIGAN ELECTRIC CO/IN
0000050292,IEH Corp,
0000050292,IEH Corp,IEH CORPORATION
0000050292,IEH Corp,INDUSTRIAL ELECTRONIC HARDWARE CORP
0000050292,IEH Corp,INDUSTRIAL HEAT TREATING CO INC
0000050471,"ReposiTrak, Inc.",
0000050471,"ReposiTrak, Inc.",AMERINET GROUP COM INC
0000050471,"ReposiTrak, Inc.",FIELDS TECHNOLOGIES INC
0000050471,"ReposiTrak, Inc.",PARK CITY GROUP INC
0000050493,INGLES MARKETS INC,
0000050725,GRIFFON CORP,
0000050725,GRIFFON CORP,INSTRUMENT SYSTEMS CORP /DE/
0000050863,INTEL CORP,
0000051143,INTERNATIONAL BUSINESS MACHINES CORP,
0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,
0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,VANAMERIGEN HAEBLER INC
0000051434,INTERNATIONAL PAPER CO /NEW/,
0000051434,INTERNATIONAL PAPER CO /NEW/,INTERNATIONAL PAPER & POWER CORP
0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",
0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",INTERPUBLIC GROUP OF COMPANIES INC
0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",MCCANN ERICKSON INC
0000052428,AMERIPRISE CERTIFICATE CO,
0000052428,AMERIPRISE CERTIFICATE CO,AMERICAN EXPRESS CERTIFICATE CO
0000052428,AMERIPRISE CERTIFICATE CO,IDS CERTIFICATE CO /MN/
0000052428,AMERIPRISE CERTIFICATE CO,INVESTORS SYNDICATE OF AMERICA INC
0000052485,INTERSTATE POWER & LIGHT CO,
0000052485,INTERSTATE POWER & LIGHT CO,IES UTILITIES INC
0000052485,INTERSTATE POWER & LIGHT CO,IOWA ELECTRIC LIGHT & POWER CO
0000052827,RAYONIER INC,
0000052827,RAYONIER INC,ITT RAYONIER INC
0000052827,RAYONIER INC,ITT RAYONIER INC /CT/
0000052988,JACOBS SOLUTIONS INC.,
0000052988,JACOBS SOLUTIONS INC.,JACOBS ENGINEERING GROUP INC /DE/
0000054187,MAYS J W INC,
0000054381,,
0000054476,"EVERGY METRO, INC.",
0000054476,"EVERGY METRO, INC.",KANSAS CITY POWER & LIGHT CO
0000054507,"EVERGY KANSAS CENTRAL, INC.",
0000054507,"EVERGY KANSAS CENTRAL, INC.",KANSAS POWER & LIGHT CO
0000054507,"EVERGY KANSAS CENTRAL, INC.",WESTAR ENERGY INC /KS
0000054507,"EVERGY KANSAS CENTRAL, INC.",WESTERN RESOURCES INC /KS
0000055067,KELLANOVA,
0000055067,KELLANOVA,KELLOGG CO
0000055135,KELLY SERVICES INC,
0000055234,KENILWORTH SYSTEMS CORP,
0000055234,KENILWORTH SYSTEMS CORP,KENILWORTH RESEARCH & DEVELOPMENT CORP
0000055234,KENILWORTH SYSTEMS CORP,SCHOOL FOR COMPUTER STUDIES INC
0000055242,KENNAMETAL INC,
0000055387,KENTUCKY UTILITIES CO,
0000055529,KEWAUNEE SCIENTIFIC CORP /DE/,
0000055529,KEWAUNEE SCIENTIFIC CORP /DE/,KEWAUNEE MANUFACTURING CO
0000055529,KEWAUNEE SCIENTIFIC CORP /DE/,KEWAUNEE SCIENTIFIC EQUIPMENT CORP /DE/
0000055785,KIMBERLY CLARK CORP,
0000056047,KIRBY CORP,
0000056047,KIRBY CORP,KIRBY EXPLORATION CO INC
0000056679,KORN FERRY,
0000056679,KORN FERRY,KORN FERRY INTERNATIONAL
0000056701,KOSS CORP,
0000056701,KOSS CORP,KOSS ELECTRONICS INC
0000056701,KOSS CORP,REK O KUT CO INC
0000056868,PRIMEENERGY RESOURCES CORP,
0000056868,PRIMEENERGY RESOURCES CORP,KRM PETROLEUM CORP
0000056868,PRIMEENERGY RESOURCES CORP,PRIMEENERGY CORP
0000056873,KROGER CO,
0000056978,KULICKE & SOFFA INDUSTRIES INC,
0000057131,LA-Z-BOY INC,
0000057131,LA-Z-BOY INC,LA Z BOY CHAIR CO
0000057183,SPIRE MISSOURI INC,
0000057183,SPIRE MISSOURI INC,LACLEDE GAS CO
0000057515,MARZETTI CO,
0000057515,MARZETTI CO,LANCASTER COLONY CORP
0000058361,"LEE ENTERPRISES, Inc",
0000058361,"LEE ENTERPRISES, Inc",LEE ENTERPRISES INC
0000058361,"LEE ENTERPRISES, Inc","LEE ENTERPRISES, INC"
0000058492,LEGGETT & PLATT INC,
0000059255,VALHI INC /DE/,
0000059255,VALHI INC /DE/,LIBERTY LOAN CORP
0000059255,VALHI INC /DE/,LLC CORP
0000059440,,
0000059478,ELI LILLY & Co,
0000059478,ELI LILLY & Co,LILLY ELI & CO
0000059527,LINCOLN ELECTRIC HOLDINGS INC,
0000059527,LINCOLN ELECTRIC HOLDINGS INC,LINCOLN ELECTRIC CO
0000059558,LINCOLN NATIONAL CORP,
0000060086,LOEWS CORP,
0000060519,LOUISIANA-PACIFIC CORP,
0000060519,LOUISIANA-PACIFIC CORP,LOUISIANA PACIFIC CORP
0000060549,LOUISVILLE GAS & ELECTRIC CO /KY/,
0000060667,LOWES COMPANIES INC,
0000060714,"LSB INDUSTRIES, INC.",
0000060714,"LSB INDUSTRIES, INC.",LSB INDUSTRIES INC
0000061004,LGL GROUP INC,
0000061004,LGL GROUP INC,LYNCH CORP
0000061339,MADISON GAS & ELECTRIC CO,
0000061398,,
0000061986,MANITOWOC CO INC,
0000062234,MARCUS CORP,
0000062362,MARINE PETROLEUM TRUST,
0000062709,"MARSH & MCLENNAN COMPANIES, INC.",
0000062709,"MARSH & MCLENNAN COMPANIES, INC.",MARLENNAN CORP
0000062709,"MARSH & MCLENNAN COMPANIES, INC.",MARSH & MCLENNAN COMPANIES INC
0000062996,MASCO CORP /DE/,
0000062996,MASCO CORP /DE/,MASCO SCREW PRODUCTS CO
0000063276,MATTEL INC /DE/,
0000063296,MATTHEWS INTERNATIONAL CORP,
0000063296,MATTHEWS INTERNATIONAL CORP,MATTHEWS JAMES H & CO
0000063330,MAUI LAND & PINEAPPLE CO INC,
0000063754,MCCORMICK & CO INC,
0000063754,MCCORMICK & CO INC,MCCORMICK & CO
0000063908,MCDONALDS CORP,
0000064040,S&P Global Inc.,
0000064040,S&P Global Inc.,MCGRAW HILL FINANCIAL INC
0000064040,S&P Global Inc.,MCGRAW HILL INC
0000064040,S&P Global Inc.,MCGRAW-HILL COMPANIES INC
0000064463,"Soluna Holdings, Inc",
0000064463,"Soluna Holdings, Inc",MECHANICAL TECHNOLOGY INC
0000064472,GENCOR INDUSTRIES INC,
0000064472,GENCOR INDUSTRIES INC,MECHTRON CORP
0000064472,GENCOR INDUSTRIES INC,MECHTRON GENCO CORP
0000064472,GENCOR INDUSTRIES INC,MECHTRON INTERNATIONAL CORP
0000064803,CVS HEALTH Corp,
0000064803,CVS HEALTH Corp,CVS CAREMARK CORP
0000064803,CVS HEALTH Corp,CVS CORP
0000064803,CVS HEALTH Corp,CVS/CAREMARK CORP
0000064996,MERCURY GENERAL CORP,
0000065172,MESABI TRUST,
0000065270,METHODE ELECTRONICS INC,
0000065312,"EVI INDUSTRIES, INC.",
0000065312,"EVI INDUSTRIES, INC.",DRYCLEAN USA INC
0000065312,"EVI INDUSTRIES, INC.","EnviroStar, Inc."
0000065312,"EVI INDUSTRIES, INC.",METRO TEL CORP
0000065596,SIEBERT FINANCIAL CORP,
0000065596,SIEBERT FINANCIAL CORP,MICHAELS J INC
0000065759,,
0000065770,"MICROVISION, INC.",
0000065770,"MICROVISION, INC.",MICROVISION INC
0000065984,ENTERGY CORP /DE/,
0000065984,ENTERGY CORP /DE/,ENTERGY CORP /FL/
0000065984,ENTERGY CORP /DE/,ENTERGY GSU HOLDINGS INC /DE/
0000065984,ENTERGY CORP /DE/,MIDDLE SOUTH UTILITIES INC
0000066004,MIDDLESEX WATER CO,
0000066382,"MILLERKNOLL, INC.",
0000066382,"MILLERKNOLL, INC.",HERMAN MILLER INC
0000066382,"MILLERKNOLL, INC.",MILLER HERMAN FURNITURE CO
0000066382,"MILLERKNOLL, INC.",MILLER HERMAN INC
0000066418,MEXCO ENERGY CORP,
0000066418,MEXCO ENERGY CORP,MILLER OIL CO
0000066570,MSA Safety Inc,
0000066570,MSA Safety Inc,MINE SAFETY APPLIANCES CO
0000066740,3M CO,
0000066740,3M CO,MINNESOTA MINING & MANUFACTURING CO
0000066756,ALLETE INC,
0000066756,ALLETE INC,ALLETE
0000066756,ALLETE INC,MINNESOTA POWER & LIGHT CO
0000066756,ALLETE INC,MINNESOTA POWER INC
0000066901,"ENTERGY MISSISSIPPI, LLC",
0000066901,"ENTERGY MISSISSIPPI, LLC",ENTERGY MISSISSIPPI INC
0000066901,"ENTERGY MISSISSIPPI, LLC",MISSISSIPPI POWER & LIGHT CO
0000066904,MISSISSIPPI POWER CO,
0000067215,DYCOM INDUSTRIES INC,
0000067215,DYCOM INDUSTRIES INC,MOBILE HOME DYNAMICS INC
0000067347,MODINE MANUFACTURING CO,
0000067716,MDU RESOURCES GROUP INC,
0000067716,MDU RESOURCES GROUP INC,MONTANA DAKOTA UTILITIES CO
0000067887,MOOG INC.,
0000067887,MOOG INC.,MOOG INC
0000068505,"Motorola Solutions, Inc.",
0000068505,"Motorola Solutions, Inc.",MOTOROLA DELAWARE INC
0000068505,"Motorola Solutions, Inc.",MOTOROLA INC
0000068622,QWEST CORP,
0000068622,QWEST CORP,MOUNTAIN STATES TELEPHONE & TELEGRAPH CO
0000069422,INTERGROUP CORP,
0000069422,INTERGROUP CORP,MUTUAL REAL ESTATE INVESTMENT TRUST
0000069488,MYERS INDUSTRIES INC,
0000069488,MYERS INDUSTRIES INC,MYERS TIRE SUPPLY CO
0000069633,"NAPCO SECURITY TECHNOLOGIES, INC",
0000069633,"NAPCO SECURITY TECHNOLOGIES, INC",NAPCO SECURITY SYSTEMS INC
0000069733,"NATHANS FAMOUS, INC.",
0000069733,"NATHANS FAMOUS, INC.",NATHANS FAMOUS INC
0000069891,NATIONAL BEVERAGE CORP,
0000070145,NATIONAL FUEL GAS CO,
0000070318,TENET HEALTHCARE CORP,
0000070318,TENET HEALTHCARE CORP,NATIONAL MEDICAL ENTERPRISES INC /NV/
0000070487,NATIONAL RESEARCH CORP,
0000070502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,
0000070858,BANK OF AMERICA CORP /DE/,
0000070858,BANK OF AMERICA CORP /DE/,BANKAMERICA CORP/DE/
0000070858,BANK OF AMERICA CORP /DE/,NATIONSBANK CORP
0000070858,BANK OF AMERICA CORP /DE/,NCNB CORP
0000070866,NCR Voyix Corp,
0000070866,NCR Voyix Corp,NATIONAL CASH REGISTER CO
0000070866,NCR Voyix Corp,NCR CORP
0000070866,NCR Voyix Corp,NCR VOYIX Corp
0000071180,NEVADA POWER CO,
0000071180,NEVADA POWER CO,SOUTHERN NEVADA POWER CO
0000071508,"ENTERGY NEW ORLEANS, LLC",
0000071508,"ENTERGY NEW ORLEANS, LLC",ENTERGY NEW ORLEANS INC
0000071508,"ENTERGY NEW ORLEANS, LLC","ENTERGY NEW ORLEANS, INC"
0000071508,"ENTERGY NEW ORLEANS, LLC",NEW ORLEANS PUBLIC SERVICE INC
0000071557,"Nuvera Communications, Inc.",
0000071557,"Nuvera Communications, Inc.",NEW ULM RURAL TELEPHONE CO
0000071557,"Nuvera Communications, Inc.",NEW ULM TELECOM INC
0000071691,NEW YORK TIMES CO,
0000071829,NPK International Inc.,
0000071829,NPK International Inc.,NEW PARK MINING CO
0000071829,NPK International Inc.,NEWPARK RESOURCES INC
0000072162,NL INDUSTRIES INC,
0000072162,NL INDUSTRIES INC,NATIONAL LEAD CO
0000072205,NOBILITY HOMES INC,
0000072331,NORDSON CORP,
0000072333,NORDSTROM INC,
0000072333,NORDSTROM INC,NORDSTROM BEST INC
0000072444,"Vaxart, Inc.",
0000072444,"Vaxart, Inc.","Aviragen Therapeutics, Inc."
0000072444,"Vaxart, Inc.","Biota Pharmaceuticals, Inc."
0000072444,"Vaxart, Inc.",NABI BIOPHARMACEUTICALS
0000072573,MOVADO GROUP INC,
0000072573,MOVADO GROUP INC,NORTH AMERICAN WATCH CORP
0000072633,NORTH EUROPEAN OIL ROYALTY TRUST,
0000072741,EVERSOURCE ENERGY,
0000072741,EVERSOURCE ENERGY,NORTHEAST UTILITIES
0000072741,EVERSOURCE ENERGY,NORTHEAST UTILITIES SYSTEM
0000072903,XCEL ENERGY INC,
0000072903,XCEL ENERGY INC,NORTHERN STATES POWER CO /MN/
0000072909,NORTHERN STATES POWER CO /WI/,
0000072971,WELLS FARGO & COMPANY/MN,
0000072971,WELLS FARGO & COMPANY/MN,NORTHWEST BANCORPORATION
0000072971,WELLS FARGO & COMPANY/MN,NORWEST CORP
0000072971,WELLS FARGO & COMPANY/MN,WELLS FARGO & CO/MN
0000073020,NORTHWEST NATURAL GAS CO,
0000073124,NORTHERN TRUST CORP,
0000073124,NORTHERN TRUST CORP,NORTRUST CORP
0000073290,BIOMERICA INC,
0000073290,BIOMERICA INC,NMS PHARMACEUTICALS INC
0000073290,BIOMERICA INC,NUCLEAR INSTRUMENTS INC
0000073290,BIOMERICA INC,NUCLEAR MEDICAL SYSTEMS INC
0000073309,NUCOR CORP,
0000073309,NUCOR CORP,AZTEC MECHANICAL CONTRACTORS INC
0000073309,NUCOR CORP,NUCLEAR CORP OF AMERICA INC
0000073756,OCEANEERING INTERNATIONAL INC,
0000073960,OHIO EDISON CO,
0000073986,OHIO POWER CO,
0000074046,Oil-Dri Corp of America,
0000074046,Oil-Dri Corp of America,OIL DRI CORP OF AMERICA
0000074046,Oil-Dri Corp of America,OIL-DRI CORP OF AMERICA
0000074046,Oil-Dri Corp of America,OIL-DRI Corp OF AMERICA
0000074145,OKLAHOMA GAS & ELECTRIC CO,
0000074208,"UDR, Inc.",
0000074208,"UDR, Inc.",OLD DOMINION REAL ESTATE INVESTMENT TRUST
0000074208,"UDR, Inc.",OLD DOMINION REIT ONE
0000074208,"UDR, Inc.",UNITED DOMINION REALTY TRUST INC
0000074260,OLD REPUBLIC INTERNATIONAL CORP,
0000074303,OLIN Corp,
0000074303,OLIN Corp,OLIN CORP
0000074303,OLIN Corp,OLIN MATHIESON CHEMICAL CORP
0000075208,,
0000075252,OWENS & MINOR INC/VA/,
0000075252,OWENS & MINOR INC/VA/,O&M HOLDING INC
0000075252,OWENS & MINOR INC/VA/,OWENS & MINOR INC
0000075252,OWENS & MINOR INC/VA/,OWENS MINOR & BODEKER INC
0000075288,OXFORD INDUSTRIES INC,
0000075362,PACCAR INC,
0000075362,PACCAR INC,PACIFIC CAR & FOUNDRY CO
0000075488,PACIFIC GAS & ELECTRIC Co,
0000075488,PACIFIC GAS & ELECTRIC Co,PACIFIC GAS & ELECTRIC CO
0000075594,PACIFICORP /OR/,
0000075594,PACIFICORP /OR/,PACIFICORP /ME/
0000075594,PACIFICORP /OR/,PC/UP&L MERGING CORP
0000075677,PACKAGING CORP OF AMERICA,
0000076267,PARK AEROSPACE CORP,
0000076267,PARK AEROSPACE CORP,PARK ELECTROCHEMICAL CORP
0000076282,PARK OHIO HOLDINGS CORP,
0000076282,PARK OHIO HOLDINGS CORP,DISCOUNT CENTERS INC
0000076282,PARK OHIO HOLDINGS CORP,GROWTH INTERNATIONAL INC
0000076282,PARK OHIO HOLDINGS CORP,PARK OHIO INDUSTRIES INC
0000076334,Parker-Hannifin Corp,
0000076334,Parker-Hannifin Corp,PARKER APPLIANCE CO
0000076334,Parker-Hannifin Corp,PARKER HANNIFIN CORP
0000076605,PATRICK INDUSTRIES INC,
0000077360,PENTAIR plc,
0000077360,PENTAIR plc,PENTAIR INC
0000077360,PENTAIR plc,PENTAIR INDUSTRIES INC
0000077360,PENTAIR plc,PENTAIR LTD
0000077476,PEPSICO INC,
0000077476,PEPSICO INC,PEPSI COLA CO
0000077543,TUTOR PERINI CORP,
0000077543,TUTOR PERINI CORP,PERINI CORP
0000077543,TUTOR PERINI CORP,TUTOR PERINI Corp
0000078003,PFIZER INC,
0000078003,PFIZER INC,PFIZER CHARLES & CO INC
0000078100,PECO ENERGY CO,
0000078100,PECO ENERGY CO,PHILADELPHIA ELECTRIC CO
0000078128,"Essential Utilities, Inc.",
0000078128,"Essential Utilities, Inc.",AQUA AMERICA INC
0000078128,"Essential Utilities, Inc.",PHILADELPHIA SUBURBAN CORP
0000078239,PVH CORP. /DE/,
0000078239,PVH CORP. /DE/,PHILLIPS VAN HEUSEN CORP /DE/
0000078460,PIEDMONT NATURAL GAS CO INC,
0000078749,AGILYSYS INC,
0000078749,AGILYSYS INC,PIONEER STANDARD ELECTRONICS INC
0000078814,PITNEY BOWES INC /DE/,
0000078890,BRINKS CO,
0000078890,BRINKS CO,PITTSTON CO
0000079282,"BROWN & BROWN, INC.",
0000079282,"BROWN & BROWN, INC.",BROWN & BROWN INC
0000079282,"BROWN & BROWN, INC.","BROWN & BROWN, INC"
0000079282,"BROWN & BROWN, INC.",POE & BROWN INC
0000079661,PORTSMOUTH SQUARE INC,
0000079732,POTOMAC ELECTRIC POWER CO,
0000079879,PPG INDUSTRIES INC,
0000079879,PPG INDUSTRIES INC,PITTSBURGH PLATE GLASS CO
0000080035,PREFORMED LINE PRODUCTS CO,
0000080172,NATIONAL PRESTO INDUSTRIES INC,
0000080172,NATIONAL PRESTO INDUSTRIES INC,NATIONAL PRESSURE COOKER CO
0000080420,POWELL INDUSTRIES INC,
0000080420,POWELL INDUSTRIES INC,PROCESS SYSTEMS INC
0000080424,PROCTER & GAMBLE Co,
0000080424,PROCTER & GAMBLE Co,PROCTER & GAMBLE CO
0000080661,PROGRESSIVE CORP/OH/,
0000081018,PUBLIC SERVICE CO OF COLORADO,
0000081020,"Duke Energy Indiana, LLC",
0000081020,"Duke Energy Indiana, LLC","Duke Energy Indiana, Inc."
0000081020,"Duke Energy Indiana, LLC",PSI ENERGY INC
0000081020,"Duke Energy Indiana, LLC",PUBLIC SERVICE CO OF INDIANA INC
0000081023,PUBLIC SERVICE CO OF NEW MEXICO,
0000081027,PUBLIC SERVICE CO OF OKLAHOMA,
0000081033,PUBLIC SERVICE ELECTRIC & GAS CO,
0000081061,PUBLIX SUPER MARKETS INC,
0000081100,PUGET SOUND ENERGY INC,
0000081100,PUGET SOUND ENERGY INC,PUGET SOUND POWER & LIGHT CO /WA/
0000081362,QUAKER CHEMICAL CORP,
0000081955,RAND CAPITAL CORP,
0000082020,UNITED STATES LIME & MINERALS INC,
0000082020,UNITED STATES LIME & MINERALS INC,RANGAIRE CORP
0000082020,UNITED STATES LIME & MINERALS INC,ROBERTS MANUFACTURING CO INC
0000082020,UNITED STATES LIME & MINERALS INC,SCOTTISH HERITABLE INC
0000082473,INNSUITES HOSPITALITY TRUST,
0000082473,INNSUITES HOSPITALITY TRUST,REALTY REFUND TRUST
0000082811,REGAL REXNORD CORP,
0000082811,REGAL REXNORD CORP,BELOIT TOOL CORP
0000082811,REGAL REXNORD CORP,RECORD A PUNCH CORP
0000082811,REGAL REXNORD CORP,REGAL BELOIT CORP
0000083246,HSBC USA INC /MD/,
0000083350,RESERVE PETROLEUM CO,
0000083350,RESERVE PETROLEUM CO,FARMERS ROYALTY HOLDING CO
0000084112,"GEORGE RISK INDUSTRIES, INC.",
0000084112,"GEORGE RISK INDUSTRIES, INC.",RISK GEORGE INDUSTRIES INC
0000084129,,
0000084246,RLI CORP,
0000084748,ROGERS CORP,
0000084839,ROLLINS INC,
0000085535,ROYAL GOLD INC,
0000085535,ROYAL GOLD INC,ROYAL GOLD INC /DE/
0000085535,ROYAL GOLD INC,ROYAL RESOURCES CORP
0000085535,ROYAL GOLD INC,ROYAL RESOURCES EXPLORATION INC
0000085961,RYDER SYSTEM INC,
0000086115,,
0000086312,"TRAVELERS COMPANIES, INC.",
0000086312,"TRAVELERS COMPANIES, INC.",ST PAUL COMPANIES INC/MN/
0000086312,"TRAVELERS COMPANIES, INC.",ST PAUL FIRE & MARINE INSURANCE CO/MD
0000086312,"TRAVELERS COMPANIES, INC.",ST PAUL TRAVELERS COMPANIES INC
0000086521,SAN DIEGO GAS & ELECTRIC CO,
0000087050,Neonode Inc.,
0000087050,Neonode Inc.,"Neonode, Inc"
0000087050,Neonode Inc.,SBE INC
0000087347,SCHLUMBERGER LIMITED/NV,
0000087347,SCHLUMBERGER LIMITED/NV,SCHLUMBERGER LTD
0000087347,SCHLUMBERGER LIMITED/NV,SCHLUMBERGER LTD /NV/
0000087347,SCHLUMBERGER LIMITED/NV,SCHLUMBERGER NV
0000088000,Horizon Kinetics Holding Corp,
0000088000,Horizon Kinetics Holding Corp,SCOTTS LIQUID GOLD INC
0000088000,Horizon Kinetics Holding Corp,Scott's Liquid Gold - Inc.
0000088121,SEABOARD CORP /DE/,
0000088121,SEABOARD CORP /DE/,HATHAWAY BAKERIES INC
0000088121,SEABOARD CORP /DE/,SEABOARD ALLIED MILLING CORP
0000088205,"SPX Technologies, Inc.",
0000088205,"SPX Technologies, Inc.",SEALED POWER CORP
0000088205,"SPX Technologies, Inc.",SPX CORP
0000088941,SEMTECH CORP,
0000088948,Seneca Foods Corp,
0000088948,Seneca Foods Corp,PIERCE S S COMPANY INC
0000088948,Seneca Foods Corp,SENECA FOODS CORP
0000088948,Seneca Foods Corp,SENECA FOODS CORP /NY/
0000089089,SERVICE CORP INTERNATIONAL,
0000089089,SERVICE CORP INTERNATIONAL,SERVICE CORPORATION INTERNATIONAL
0000089140,SERVOTRONICS INC /DE/,
0000089439,MUELLER INDUSTRIES INC,
0000089439,MUELLER INDUSTRIES INC,SHARON STEEL CORP
0000089800,SHERWIN WILLIAMS CO,
0000090144,SIERRA PACIFIC POWER CO,
0000090498,SIMMONS FIRST NATIONAL CORP,
0000090896,"Champion Homes, Inc.",
0000090896,"Champion Homes, Inc.",SKYLINE CORP
0000090896,"Champion Homes, Inc.",Skyline Champion Corp
0000091142,SMITH A O CORP,
0000091419,J M SMUCKER Co,
0000091419,J M SMUCKER Co,SMUCKER J M CO
0000091440,Snap-on Inc,
0000091440,Snap-on Inc,SNAP ON INC
0000091440,Snap-on Inc,SNAP ON TOOLS CORP
0000091440,Snap-on Inc,SNAP-ON Inc
0000091576,KEYCORP /NEW/,
0000091576,KEYCORP /NEW/,SOCIETY CORP
0000091668,SOLITRON DEVICES INC,
0000091767,SONOCO PRODUCTS CO,
0000091882,"DOMINION ENERGY SOUTH CAROLINA, INC.",
0000091882,"DOMINION ENERGY SOUTH CAROLINA, INC.",SOUTH CAROLINA ELECTRIC & GAS CO
0000092103,SOUTHERN CALIFORNIA EDISON Co,
0000092103,SOUTHERN CALIFORNIA EDISON Co,SOUTHERN CALIFORNIA EDISON CO
0000092108,SOUTHERN CALIFORNIA GAS CO,
0000092116,Golden State Water CO,
0000092116,Golden State Water CO,SOUTHERN CALIFORNIA WATER CO
0000092122,SOUTHERN CO,
0000092230,TRUIST FINANCIAL CORP,
0000092230,TRUIST FINANCIAL CORP,BB&T CORP
0000092230,TRUIST FINANCIAL CORP,SOUTHERN NATIONAL CORP /NC/
0000092380,SOUTHWEST AIRLINES CO,
0000092380,SOUTHWEST AIRLINES CO,AIR SOUTHWEST CO
0000092416,SOUTHWEST GAS CORP,
0000092487,SOUTHWESTERN ELECTRIC POWER CO,
0000092521,SOUTHWESTERN PUBLIC SERVICE CO,
0000093314,VOLITIONRX LTD,
0000093314,VOLITIONRX LTD,STANDARD CAPITAL CORP
0000093389,"STANDARD MOTOR PRODUCTS, INC.",
0000093389,"STANDARD MOTOR PRODUCTS, INC.",STANDARD MOTOR PRODUCTS INC
0000093410,CHEVRON CORP,
0000093410,CHEVRON CORP,CHEVRON CORP
0000093410,CHEVRON CORP,CHEVRONTEXACO CORP
0000093410,CHEVRON CORP,STANDARD OIL CO OF CALIFORNIA
0000093556,"STANLEY BLACK & DECKER, INC.",
0000093556,"STANLEY BLACK & DECKER, INC.",STANLEY WORKS
0000093751,STATE STREET CORP,
0000093751,STATE STREET CORP,STATE STREET BOSTON FINANCIAL CORP
0000093751,STATE STREET CORP,STATE STREET CORP
0000093751,STATE STREET CORP,STATE STREET Corp
0000094049,STEPAN CO,
0000094049,STEPAN CO,STEPAN CHEMICAL CO /DE/
0000094344,STEWART INFORMATION SERVICES CORP,
0000094845,LEVI STRAUSS & CO,
0000095029,STURM RUGER & CO INC,
0000095552,SUPERIOR INDUSTRIES INTERNATIONAL INC,
0000095574,"SUPERIOR GROUP OF COMPANIES, INC.",
0000095574,"SUPERIOR GROUP OF COMPANIES, INC.",SUPERIOR SURGICAL MANUFACTURING CO INC
0000095574,"SUPERIOR GROUP OF COMPANIES, INC.",SUPERIOR UNIFORM GROUP INC
0000095953,ASCENT INDUSTRIES CO.,
0000095953,ASCENT INDUSTRIES CO.,BLACKMAN UHLER INDUSTRIES INC
